,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
14699,,,,,100.0,-81.0,-81.0,,
18073,,,,,-81.0,,63.8,,100.0
6791,100.0,,,,,,-81.0,-81.0,
1612,,,,,100.0,,,,100.0
8563,-81.0,,,,,,,100.0,63.8
12801,-81.0,,,-81.0,,,,100.0,
12699,100.0,,,-81.0,,,100.0,,
3582,,-81.0,100.0,,,,,,
14430,,,-5.960000000000001,,-81.0,,100.0,-81.0,
17173,,-81.0,,-81.0,,,,,100.0
9415,63.8,-81.0,,,,,,,100.0
16103,,100.0,63.8,,,,-81.0,,
11315,63.8,,,63.8,100.0,,,,
14429,,,-81.0,,100.0,,-81.0,,
17039,,100.0,,-81.0,,-81.0,,,
1615,,,,,-81.0,,,-81.0,-81.0
10240,-81.0,-81.0,,,,-81.0,,,-81.0
16689,,63.8,100.0,,,,,100.0,
9888,-81.0,100.0,-5.960000000000001,-81.0,,,,,
12425,100.0,,,,,100.0,,-81.0,
16085,,100.0,63.8,,,100.0,,,
11322,-81.0,,,-81.0,-81.0,,-5.960000000000001,,
17911,,,,-81.0,,,-81.0,,100.0
11979,100.0,,6.2,6.2,,,,,
14694,,,,,-9.0,-9.0,,,
11915,63.8,,100.0,100.0,,,,,
11994,-81.0,,63.8,-81.0,100.0,,,,
17073,,100.0,,-81.0,,,100.0,,
12643,63.8,,,100.0,,,,,-81.0
12642,100.0,,,-81.0,,,,,
2346,,-81.0,,,-81.0,,,,
16607,,-81.0,-81.0,,63.8,,,,
10423,100.0,-81.0,,,,,,,100.0
9618,-5.960000000000001,-81.0,-81.0,,-81.0,,,,
16179,,6.2,6.2,,6.2,,,,
8403,63.8,,,6.2,6.2,,,,
15771,,-81.0,,6.2,,,,100.0,
12651,100.0,,,100.0,,,-81.0,,
8457,6.2,,,6.2,,6.2,,,
18555,,,100.0,-81.0,-81.0,,,,
3512,,-5.960000000000001,-5.960000000000001,,-5.960000000000001,63.8,,,
11225,6.2,,,6.2,,6.2,,,
1356,,,-81.0,,100.0,,,,
12529,100.0,,,,-81.0,,,,100.0
3103,,-81.0,-81.0,,,,,,-81.0
12693,100.0,,,-81.0,,,,100.0,
16395,,3.7680000000000007,63.8,-52.04,3.7680000000000007,3.7680000000000007,,,
14058,,,100.0,,,-9.0,,,
7358,-81.0,,100.0,,,,-81.0,63.8,
13497,,,,6.2,-81.0,100.0,,,
12641,6.2,,,100.0,,,,-81.0,
18474,,,100.0,-81.0,,,,,
8278,-81.0,,,-5.960000000000001,,,-81.0,,-81.0
8971,100.0,6.2,,,,,,,-81.0
9198,-81.0,-81.0,,-81.0,,-5.960000000000001,,,
8890,-81.0,-81.0,,,-81.0,,,,-81.0
18552,,,100.0,-81.0,-81.0,,,-81.0,
13967,,,-81.0,,63.8,-81.0,,,
8957,6.2,-81.0,,,,-81.0,,,
934,,,-81.0,,,-81.0,-81.0,,-81.0
7710,-81.0,,-5.960000000000001,-81.0,,,-81.0,,
17097,,6.2,,-81.0,-81.0,,,,
17542,,,,,,-9.0,,,-81.0
2339,,100.0,,,-81.0,,100.0,,
7175,100.0,,,,100.0,-81.0,,,
10292,-81.0,-81.0,,,-81.0,,,-81.0,
13273,,,,,6.2,,6.2,,6.2
18793,,,63.8,,-81.0,,,,100.0
8439,-81.0,,,-81.0,,,6.2,,
8196,-9.0,,,,,,100.0,,
3075,,63.8,63.8,,100.0,,,,
1614,,,,,100.0,,,-81.0,
9861,63.8,3.7680000000000007,-52.04,3.7680000000000007,63.8,,,,
10782,-81.0,-81.0,,,-81.0,,63.8,,
8903,6.2,63.8,,,6.2,,,,
5703,,,-81.0,,100.0,-81.0,,,
11076,-81.0,,,,100.0,,,,
2041,,,,,6.2,,6.2,,6.2
2665,,100.0,,6.2,,,,,-81.0
3384,,-81.0,-81.0,100.0,,,63.8,,
4055,,6.2,,100.0,,,,6.2,
14034,,,100.0,,,,,-81.0,
3494,,-5.960000000000001,-5.960000000000001,,-5.960000000000001,,-52.04,,
2612,,-9.0,,-81.0,,,,,
5761,,,6.2,,,,6.2,,63.8
2796,,-81.0,,,-81.0,-81.0,-81.0,,
5881,,,,,,100.0,,63.8,100.0
1330,,,-5.960000000000001,,-81.0,-81.0,,,-81.0
14301,,,-81.0,-81.0,,-81.0,,,
7929,-81.0,,-81.0,,100.0,,,,
1368,,,-81.0,,100.0,,,,
1357,,,100.0,,63.8,,,,-81.0
8487,-81.0,,,-81.0,,,100.0,,
13957,,,-81.0,,100.0,,,,63.8
9441,-81.0,-81.0,,,,100.0,,,
10548,63.8,63.8,,63.8,100.0,,,,
959,,,100.0,,,,100.0,-81.0,
11565,-81.0,,,,63.8,,100.0,,
2089,,,,,100.0,,-81.0,,-81.0
9387,-81.0,-81.0,,,-81.0,,,,
7674,-5.960000000000001,,-52.04,-52.04,-5.960000000000001,,,,
1416,,,63.8,,,100.0,-81.0,-81.0,
13575,,,,6.2,,100.0,,-81.0,
2995,,-81.0,-81.0,,,,,,100.0
17109,,-81.0,,-81.0,-81.0,,,,
1857,,,,-81.0,100.0,,,-81.0,
6983,100.0,,,-81.0,,,-81.0,,
11790,-5.960000000000001,,63.8,,-5.960000000000001,-5.960000000000001,,,
8590,-52.04,,,,-5.960000000000001,,,-5.960000000000001,-5.960000000000001
3503,,63.8,6.2,,6.2,,,,
10775,6.2,6.2,,,6.2,,,,
3609,,-81.0,-81.0,,,-81.0,,,
3101,,-81.0,-81.0,,,,,-81.0,
5484,,,-81.0,-81.0,-81.0,,,-81.0,
6989,100.0,,,-81.0,,,,-81.0,
4231,,-81.0,,,63.8,,,,-81.0
8819,-81.0,-81.0,,,,,100.0,,
14695,,,,,6.2,6.2,,,6.2
7920,-81.0,,-81.0,,100.0,,-81.0,,
1203,,,100.0,63.8,,,-81.0,,
10532,63.8,-5.960000000000001,,-5.960000000000001,-5.960000000000001,,,,
12735,-81.0,,,-81.0,-81.0,,,,
15451,,6.2,,,100.0,,,,6.2
15425,,-81.0,,,100.0,-81.0,,,
7099,100.0,,,,,-81.0,,,-81.0
2063,,,,,100.0,6.2,-81.0,,
7179,100.0,,,,-81.0,100.0,,,
6740,100.0,,,,,,100.0,,
1127,,,100.0,-81.0,100.0,,,,
9334,100.0,-81.0,,,-81.0,,,,-5.960000000000001
10397,100.0,-81.0,,,,-81.0,,,
